Airspace_Type,Polygon_ID,Vertex_Index,X,Y,Area,Perimeter
restricted_airspace,20,17,1541,740,1123.0,283.4213536977768
restricted_airspace,21,1,2957,631,1816.5,326.97770261764526
restricted_airspace,21,2,2924,629,1816.5,326.97770261764526
restricted_airspace,21,3,2917,634,1816.5,326.97770261764526
restricted_airspace,21,4,2911,630,1816.5,326.97770261764526
restricted_airspace,21,5,2897,647,1816.5,326.97770261764526
restricted_airspace,21,6,2893,630,1816.5,326.97770261764526
restricted_airspace,21,7,2856,630,1816.5,326.97770261764526
restricted_airspace,21,8,2847,649,1816.5,326.97770261764526
restricted_airspace,21,9,2950,649,1816.5,326.97770261764526
restricted_airspace,21,10,2955,641,1816.5,326.97770261764526
restricted_airspace,21,11,2948,636,1816.5,326.97770261764526
restricted_airspace,22,1,2987,299,2527.0,885.0579962730408
restricted_airspace,22,2,2955,324,2527.0,885.0579962730408
restricted_airspace,22,3,2960,333,2527.0,885.0579962730408
restricted_airspace,22,4,2883,432,2527.0,885.0579962730408
restricted_airspace,22,5,2870,433,2527.0,885.0579962730408
restricted_airspace,22,6,2876,441,2527.0,885.0579962730408
restricted_airspace,22,7,2764,587,2527.0,885.0579962730408
restricted_airspace,23,1,2638,261,1330.5,400.43354618549347
restricted_airspace,23,2,2639,269,1330.5,400.43354618549347
restricted_airspace,23,3,2650,270,1330.5,400.43354618549347
restricted_airspace,23,4,2653,281,1330.5,400.43354618549347
restricted_airspace,23,5,2662,280,1330.5,400.43354618549347
restricted_airspace,23,6,2668,269,1330.5,400.43354618549347
restricted_airspace,23,7,2672,272,1330.5,400.43354618549347
restricted_airspace,23,8,2671,285,1330.5,400.43354618549347
restricted_airspace,23,9,2658,285,1330.5,400.43354618549347
restricted_airspace,23,10,2668,294,1330.5,400.43354618549347
restricted_airspace,23,11,2679,283,1330.5,400.43354618549347
restricted_airspace,23,12,2678,271,1330.5,400.43354618549347
restricted_airspace,23,13,2671,266,1330.5,400.43354618549347
restricted_airspace,23,14,2678,260,1330.5,400.43354618549347
restricted_airspace,23,15,2686,275,1330.5,400.43354618549347
restricted_airspace,23,16,2713,275,1330.5,400.43354618549347
restricted_airspace,23,17,2716,265,1330.5,400.43354618549347
restricted_airspace,23,18,2725,273,1330.5,400.43354618549347
restricted_airspace,23,19,2725,263,1330.5,400.43354618549347
restricted_airspace,23,20,2712,256,1330.5,400.43354618549347
restricted_airspace,23,21,2675,256,1330.5,400.43354618549347
restricted_airspace,23,22,2664,261,1330.5,400.43354618549347
restricted_airspace,23,23,2663,268,1330.5,400.43354618549347
restricted_airspace,23,24,2651,265,1330.5,400.43354618549347
restricted_airspace,23,25,2658,259,1330.5,400.43354618549347
restricted_airspace,23,26,2649,252,1330.5,400.43354618549347
controlled_airspace,1,1,1611,2243,1334.5,298.29141068458557
controlled_airspace,1,2,1612,2249,1334.5,298.29141068458557
controlled_airspace,1,3,1720,2303,1334.5,298.29141068458557
controlled_airspace,1,4,1728,2297,1334.5,298.29141068458557
controlled_airspace,1,5,1676,2266,1334.5,298.29141068458557
controlled_airspace,1,6,1618,2240,1334.5,298.29141068458557
controlled_airspace,2,1,675,2226,1073.5,235.23758792877197
controlled_airspace,2,2,664,2235,1073.5,235.23758792877197
controlled_airspace,2,3,670,2243,1073.5,235.23758792877197
controlled_airspace,2,4,664,2249,1073.5,235.23758792877197
controlled_airspace,2,5,665,2261,1073.5,235.23758792877197
controlled_airspace,2,6,659,2267,1073.5,235.23758792877197
controlled_airspace,2,7,663,2276,1073.5,235.23758792877197
controlled_airspace,2,8,656,2281,1073.5,235.23758792877197
controlled_airspace,2,9,660,2287,1073.5,235.23758792877197
controlled_airspace,2,10,657,2294,1073.5,235.23758792877197
controlled_airspace,2,11,659,2301,1073.5,235.23758792877197
controlled_airspace,2,12,664,2300,1073.5,235.23758792877197
controlled_airspace,2,13,670,2305,1073.5,235.23758792877197
controlled_airspace,2,14,674,2295,1073.5,235.23758792877197
controlled_airspace,2,15,667,2293,1073.5,235.23758792877197
controlled_airspace,2,16,666,2289,1073.5,235.23758792877197
controlled_airspace,2,17,675,2288,1073.5,235.23758792877197
controlled_airspace,2,18,680,2243,1073.5,235.23758792877197
controlled_airspace,2,19,683,2237,1073.5,235.23758792877197
controlled_airspace,2,20,676,2235,1073.5,235.23758792877197
controlled_airspace,2,21,679,2229,1073.5,235.23758792877197
controlled_airspace,3,1,2901,2203,5160.0,933.0336130857468
controlled_airspace,3,2,2873,2199,5160.0,933.0336130857468
controlled_airspace,3,3,2818,2246,5160.0,933.0336130857468
controlled_airspace,3,4,2769,2252,5160.0,933.0336130857468
controlled_airspace,3,5,2791,2266,5160.0,933.0336130857468
controlled_airspace,3,6,2832,2255,5160.0,933.0336130857468
controlled_airspace,3,7,2805,2282,5160.0,933.0336130857468
controlled_airspace,3,8,2829,2292,5160.0,933.0336130857468
controlled_airspace,3,9,2795,2296,5160.0,933.0336130857468
controlled_airspace,3,10,2806,2316,5160.0,933.0336130857468
controlled_airspace,3,11,2787,2307,5160.0,933.0336130857468
controlled_airspace,3,12,2763,2337,5160.0,933.0336130857468
controlled_airspace,3,13,2796,2337,5160.0,933.0336130857468
controlled_airspace,3,14,2820,2317,5160.0,933.0336130857468
controlled_airspace,3,15,2816,2300,5160.0,933.0336130857468
controlled_airspace,3,16,2849,2296,5160.0,933.0336130857468
controlled_airspace,3,17,2840,2285,5160.0,933.0336130857468
controlled_airspace,3,18,2875,2242,5160.0,933.0336130857468
controlled_airspace,3,19,2841,2250,5160.0,933.0336130857468
controlled_airspace,3,20,2894,2223,5160.0,933.0336130857468
controlled_airspace,4,1,1474,2177,1685.0,421.58787417411804
controlled_airspace,4,2,1595,2241,1685.0,421.58787417411804
controlled_airspace,4,3,1604,2237,1685.0,421.58787417411804
controlled_airspace,4,4,1541,2201,1685.0,421.58787417411804
controlled_airspace,4,5,1574,2194,1685.0,421.58787417411804
controlled_airspace,4,6,1531,2195,1685.0,421.58787417411804
controlled_airspace,4,7,1481,2171,1685.0,421.58787417411804
controlled_airspace,5,1,3205,2180,1562.0,275.90663480758667
controlled_airspace,5,2,3211,2185,1562.0,275.90663480758667
controlled_airspace,5,3,3220,2184,1562.0,275.90663480758667
controlled_airspace,5,4,3221,2191,1562.0,275.90663480758667
controlled_airspace,5,5,3244,2213,1562.0,275.90663480758667
controlled_airspace,5,6,3258,2203,1562.0,275.90663480758667
controlled_airspace,5,7,3268,2209,1562.0,275.90663480758667
controlled_airspace,5,8,3295,2204,1562.0,275.90663480758667
controlled_airspace,5,9,3292,2198,1562.0,275.90663480758667
controlled_airspace,5,10,3270,2203,1562.0,275.90663480758667
controlled_airspace,5,11,3265,2198,1562.0,275.90663480758667
controlled_airspace,5,12,3270,2187,1562.0,275.90663480758667
controlled_airspace,5,13,3263,2185,1562.0,275.90663480758667
controlled_airspace,5,14,3245,2164,1562.0,275.90663480758667
controlled_airspace,5,15,3228,2180,1562.0,275.90663480758667
controlled_airspace,6,1,899,2167,1519.0,373.8477599620819
controlled_airspace,6,2,902,2173,1519.0,373.8477599620819
controlled_airspace,6,3,916,2172,1519.0,373.8477599620819
controlled_airspace,6,4,919,2163,1519.0,373.8477599620819
controlled_airspace,6,5,923,2173,1519.0,373.8477599620819
controlled_airspace,6,6,1024,2172,1519.0,373.8477599620819
controlled_airspace,6,7,1026,2158,1519.0,373.8477599620819
controlled_airspace,6,8,960,2157,1519.0,373.8477599620819
controlled_airspace,6,9,955,2163,1519.0,373.8477599620819
controlled_airspace,6,10,949,2158,1519.0,373.8477599620819
controlled_airspace,6,11,943,2169,1519.0,373.8477599620819
controlled_airspace,6,12,935,2167,1519.0,373.8477599620819
controlled_airspace,6,13,938,2158,1519.0,373.8477599620819
controlled_airspace,6,14,902,2158,1519.0,373.8477599620819
controlled_airspace,7,1,2569,2152,1311.0,464.07315468788147
controlled_airspace,7,2,2569,2165,1311.0,464.07315468788147
controlled_airspace,7,3,2597,2174,1311.0,464.07315468788147
controlled_airspace,7,4,2607,2198,1311.0,464.07315468788147
controlled_airspace,7,5,2604,2208,1311.0,464.07315468788147
controlled_airspace,7,6,2613,2210,1311.0,464.07315468788147
controlled_airspace,7,7,2619,2225,1311.0,464.07315468788147
controlled_airspace,7,8,2615,2233,1311.0,464.07315468788147
controlled_airspace,7,9,2629,2236,1311.0,464.07315468788147
controlled_airspace,7,10,2601,2170,1311.0,464.07315468788147
controlled_airspace,7,11,2618,2156,1311.0,464.07315468788147
controlled_airspace,7,12,2633,2155,1311.0,464.07315468788147
controlled_airspace,7,13,2658,2190,1311.0,464.07315468788147
controlled_airspace,7,14,2646,2157,1311.0,464.07315468788147
controlled_airspace,7,15,2633,2145,1311.0,464.07315468788147
controlled_airspace,7,16,2592,2166,1311.0,464.07315468788147
controlled_airspace,8,1,870,2146,6384.0,502.5584363937378
controlled_airspace,8,2,841,2169,6384.0,502.5584363937378
